series_name,total_viajeros,via_aerea,via_terrestre,via_maritima,tipo_turista,tipo_excursionista,tipo_viajero
total_viajeros,0.0,6.291892697279632,3.344954849722312,9.489480468262983,2.4779135151692646,8.008354015277096,8.614438118680926
via_aerea,6.291892697279632,0.0,6.48445428365033,7.494932188848144,4.7372286107046815,6.006258141891204,6.7035113703283224
via_terrestre,3.344954849722312,6.48445428365033,0.0,8.961330186491775,3.81646943245001,6.675395690198317,8.033378396348741
via_maritima,9.489480468262983,7.494932188848144,8.961330186491775,0.0,8.055937606742244,8.83011928815275,9.052484667257763
tipo_turista,2.4779135151692646,4.7372286107046815,3.81646943245001,8.055937606742244,0.0,7.430114780897835,7.717242160376382
tipo_excursionista,8.008354015277096,6.006258141891204,6.675395690198317,8.83011928815275,7.430114780897835,0.0,6.889781996577217
tipo_viajero,8.614438118680926,6.7035113703283224,8.033378396348741,9.052484667257763,7.717242160376382,6.889781996577217,0.0
