series_name,cluster,PC1,PC2
total_viajeros,1,4.094534673171185,-0.6757257633092393
via_aerea,0,-0.7172429124987361,0.1497319054123327
via_terrestre,1,3.0199519860169746,-0.0023760128415764824
via_maritima,2,-4.359872163618178,-4.759366992388858
tipo_turista,1,2.509311412425556,-1.1416230172957986
tipo_excursionista,0,-1.7035087068951327,2.874175474147765
tipo_viajero,0,-2.843174288601671,3.555184406275377
